Company / 公司,Loan Type / 贷款类型,Product Name / 产品名称,Required Documents / 所需文件,Features / 产品特点,Benefits / 优势福利,Fees & Charges / 费用收费,Tenure / 期限,Interest Rate / 利率,Application Form URL / 申请表链接,Product Disclosure URL / 产品披露链接,Terms & Conditions URL / 条款条件链接,Preferred Customer / 目标客户,Source URL / 来源链接
OCBC Bank (Malaysia) Berhad,FIXED_DEPOSIT,"Revision of Safe Deposit Box Terms and Condition, Effective 13 October 2023",请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.ocbc.com.my/personal-banking/notices
OCBC Bank (Malaysia) Berhad,FIXED_DEPOSIT,"Revision of Safe Deposit Box-i Terms and Condition, Effective 13 October 2023",请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.ocbc.com.my/personal-banking/notices
OCBC Bank (Malaysia) Berhad,FIXED_DEPOSIT,Revision on Product Information Sheet for Multi Currency Term Deposit,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.ocbc.com.my/personal-banking/notices
OCBC Bank (Malaysia) Berhad,FIXED_DEPOSIT,"Revision on interest / profit rates for FD/-i, Multi Currency Term Deposit (MYR), Current & Savings Account/-i following OPR Cut on 9 July 2025",请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.ocbc.com.my/personal-banking/notices
OCBC Bank (Malaysia) Berhad,FIXED_DEPOSIT,"Revision on interest / profit rates for FD/-i, Multi Currency Term Deposit, Current & Savings Account/-i following OPR Hike on 3 May 2023",请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.ocbc.com.my/personal-banking/notices
OCBC Bank (Malaysia) Berhad,FIXED_DEPOSIT,"Revision on interest / profit rates for Fixed Deposit/-i, Time Deposit-i, and Multi Currency Term Deposit (MCTD), Effective 1 July 2024",请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.ocbc.com.my/personal-banking/notices
OCBC Bank (Malaysia) Berhad,FIXED_DEPOSIT,"Revision on interest / profit rates for Fixed Deposit/-i, Time Deposit/-i, Multi Currency Term Deposit (MYR) and Young Savers Account effective 1 October 2024",请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.ocbc.com.my/personal-banking/notices
OCBC Bank (Malaysia) Berhad,FIXED_DEPOSIT,"Revision on interest / profit rates for Fixed Deposit/-i, Time Deposit/-i, and Multi Currency Term Deposit (MCTD), Effective 1 October 2023",请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.ocbc.com.my/personal-banking/notices
OCBC Bank (Malaysia) Berhad,FIXED_DEPOSIT,"Revision on interest rates / profit rates for FD/-i, Multi Currency Term Deposit, Current & Savings account/-i following OPR hike on 3 Nov 2022",请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.ocbc.com.my/personal-banking/notices
OCBC Bank (Malaysia) Berhad,FIXED_DEPOSIT,"Revision on interest rates / profit rates for FD/-i, Multi Currency Term Deposit, Current & Savings account/-i following OPR hike on 6 July 2022",请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.ocbc.com.my/personal-banking/notices
OCBC Bank (Malaysia) Berhad,FIXED_DEPOSIT,"Revision on interest rates / profit rates for FD/-i, Multi Currency Term Deposit, Current & Savings account/-i following OPR hike on 8 Sep 2022",请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.ocbc.com.my/personal-banking/notices
OCBC Bank (Malaysia) Berhad,FIXED_DEPOSIT,"Revision on interest rates / profits rates for FD/-i, Multi Currency Term Deposit, Current & Savings account/-i following OPR hike on 11 May 2022",请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.ocbc.com.my/personal-banking/notices
OCBC Bank (Malaysia) Berhad,FIXED_DEPOSIT,"Revision on interest/profit rates for Fixed Deposit/-i, Time Deposit-i, Multi Currency Term Deposit (MYR), and Young Savers Account, effective 1 April 2025",请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.ocbc.com.my/personal-banking/notices
OCBC Bank (Malaysia) Berhad,FIXED_DEPOSIT,Revision on terms and conditions govern OCBC Bank (Malaysia) Berhad's depository and current accounts and the services specified hereunder.,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.ocbc.com.my/personal-banking/notices
OCBC Bank (Malaysia) Berhad,FIXED_DEPOSIT,Safe Deposit Box/-i Annual Rental Fee,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.ocbc.com.my/personal-banking/notices
OCBC Bank (Malaysia) Berhad,FIXED_DEPOSIT,Secure future with Fixed Deposit/-i rates of 3.55% p.a,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,3.55%,,,,所有客户,https://www.ocbc.com.my/personal-banking
OCBC Bank (Malaysia) Berhad,FIXED_DEPOSIT,The Fixed Deposit Online Promotion will end on 25 October 2020,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.ocbc.com.my/personal-banking/notices
OCBC Bank (Malaysia) Berhad,FIXED_DEPOSIT,The Fixed Deposit/-i Promotion will end on 17 MARCH 2021,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.ocbc.com.my/personal-banking/notices
OCBC Bank (Malaysia) Berhad,FIXED_DEPOSIT,The OCBC 90th Anniversary Fixed Deposit/-i and Multi Currency Term Deposit (MYR) Promotion will end on 29 Jan 2023,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.ocbc.com.my/personal-banking/notices
OCBC Bank (Malaysia) Berhad,FIXED_DEPOSIT,The Premier Deal for Premier and Premier Private Client members and the Q2'22 Fixed Deposit Campaign will end on 17 May 2022,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.ocbc.com.my/personal-banking/notices
OCBC Bank (Malaysia) Berhad,HOME_LOAN,Get rewarded for referring OCBC Home Loan/Financing to your friends or family.,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.ocbc.com.my/personal-banking/loans/overview
OCBC Bank (Malaysia) Berhad,HOME_LOAN,"Home Financing Get
                            Your Cash Back Campaign",请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,0.30%,,,,所有客户,https://www.ocbc.com.my/refinancing
OCBC Bank (Malaysia) Berhad,HOME_LOAN,Home Loan,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.ocbc.com.my/personal-banking/locate-us
OCBC Bank (Malaysia) Berhad,HOME_LOAN,Home Loans,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,3.55%,,,,所有客户,https://www.ocbc.com.my/personal-banking
OCBC Bank (Malaysia) Berhad,HOME_LOAN,OCBC HOME LOANS,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,2.75%,,,,所有客户,https://www.ocbc.com.my/personal-banking/loans/property/home-loans
OCBC Bank (Malaysia) Berhad,HOME_LOAN,OCBC Home Loan lets you acquire your dream home faster with customised and holistic solutions.,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,2.75%,,,,所有客户,https://www.ocbc.com.my/personal-banking/loans/property/home-loans
OCBC Bank (Malaysia) Berhad,HOME_LOAN,Oversea Property Financing,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,2.75%,,,,所有客户,https://www.ocbc.com.my/personal-banking/loans/property/home-loans
OCBC Bank (Malaysia) Berhad,HOME_LOAN,Standard Housing Loan,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,2.75%,,,,所有客户,https://www.ocbc.com.my/personal-banking/loans/property/home-loans
OCBC Bank (Malaysia) Berhad,OTHER,0% Instalment Payment Plan Card for the big spenders,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,0%,,,,所有客户,https://www.ocbc.com.my/personal-banking/cards/cashflo-mastercard
OCBC Bank (Malaysia) Berhad,OTHER,0cardselected,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,0%,,,,所有客户,https://www.ocbc.com.my/personal-banking/cards/credit-cards.page
OCBC Bank (Malaysia) Berhad,OTHER,Additional Collateral Recognize for Wealth Financing at OCBC,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.ocbc.com.my/personal-banking/notices
OCBC Bank (Malaysia) Berhad,OTHER,Cards - General,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.ocbc.com.my/personal-banking/help-and-support/cards/general
OCBC Bank (Malaysia) Berhad,OTHER,Commercial Property Loan,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,6.51%,,,,所有客户,https://www.ocbc.com.my/loans
OCBC Bank (Malaysia) Berhad,OTHER,Competitive financing rates,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,2.75%,,,,所有客户,https://www.ocbc.com.my/personal-banking/loans/property/home-loans
OCBC Bank (Malaysia) Berhad,OTHER,"Crafted from premium recycled PVC, the OCBC Premier Voyage Mastercard places a world of privileges at your fingertips",请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,25%,,,,所有客户,https://www.ocbc.com.my/personal-banking/premier-banking/grow-your-wealth/cards/premier-voyage-mastercard
OCBC Bank (Malaysia) Berhad,OTHER,Education Loan,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,2.75%,,,,所有客户,https://www.ocbc.com.my/personal-banking/loans/property/home-loans
OCBC Bank (Malaysia) Berhad,OTHER,"Enjoy exciting offers on Shopping, Dining, Grocery and more with your 365 Mastercard.",请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.ocbc.com.my/personal-banking/cards/365-mastercard
OCBC Bank (Malaysia) Berhad,OTHER,Enjoy these added services with OCBC Cards,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.ocbc.com.my/cards
OCBC Bank (Malaysia) Berhad,OTHER,Expand your business with an OCBC Business Term Loan,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,6.51%,,,,所有客户,https://www.ocbc.com.my/loans
OCBC Bank (Malaysia) Berhad,OTHER,Financing on your purchases from suppliers for better cash flow management,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,6.51%,,,,所有客户,https://www.ocbc.com.my/loans
OCBC Bank (Malaysia) Berhad,OTHER,Financing solutions for your everyday business needs,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,6.51%,,,,所有客户,https://www.ocbc.com.my/loans
OCBC Bank (Malaysia) Berhad,OTHER,Find out your loan repayment amount.,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,2.75%,,,,所有客户,https://www.ocbc.com.my/personal-banking/loans/property/home-loans
OCBC Bank (Malaysia) Berhad,OTHER,Flexible choice of financing facility,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,2.75%,,,,所有客户,https://www.ocbc.com.my/personal-banking/loans/property/home-loans
OCBC Bank (Malaysia) Berhad,OTHER,Flexible financing solutions,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,0%,,,,所有客户,https://www.ocbc.com.my/personal-banking/premier-banking
OCBC Bank (Malaysia) Berhad,OTHER,Get your OCBC Premier Voyage Mastercard,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,25%,,,,所有客户,https://www.ocbc.com.my/personal-banking/premier-banking/grow-your-wealth/cards/premier-voyage-mastercard
OCBC Bank (Malaysia) Berhad,OTHER,How your business can stand out in a crowded market,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,6.51%,,,,所有客户,https://www.ocbc.com.my/loans
OCBC Bank (Malaysia) Berhad,OTHER,"If you cannot resist the thrill of shopping online or via ewallet, OCBC Titanium Mastercard is just what you need.",请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,50%,,,,所有客户,https://www.ocbc.com.my/personal-banking/cards/titanium-mastercard
OCBC Bank (Malaysia) Berhad,OTHER,Improve your eligibility for financing,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.ocbc.com.my/personal-banking/loans/overview
OCBC Bank (Malaysia) Berhad,OTHER,Limit for Supplementary Card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,7.99%,,,,所有客户,https://www.ocbc.com.my/personal-banking/cards/card-services.page
OCBC Bank (Malaysia) Berhad,OTHER,Loan and Financing Services,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.ocbc.com.my/personal-banking/loans/overview
OCBC Bank (Malaysia) Berhad,OTHER,Loans to fund the things that matter to you,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.ocbc.com.my/personal-banking/loans/overview
OCBC Bank (Malaysia) Berhad,OTHER,Lost your card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,7.99%,,,,所有客户,https://www.ocbc.com.my/personal-banking/cards/card-services.page
OCBC Bank (Malaysia) Berhad,OTHER,OCBC 365 MASTERCARD,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.ocbc.com.my/personal-banking/cards/365-mastercard
OCBC Bank (Malaysia) Berhad,OTHER,OCBC Anti-Money Laundering / Countering the Financing of Terrorism & Sanctions Notice (February 2023),请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.ocbc.com.my/personal-banking/notices
OCBC Bank (Malaysia) Berhad,OTHER,OCBC CASHFLO MASTERCARD,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,0%,,,,所有客户,https://www.ocbc.com.my/personal-banking/cards/cashflo-mastercard
OCBC Bank (Malaysia) Berhad,OTHER,OCBC Cards News & Notifications,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.ocbc.com.my/cards
OCBC Bank (Malaysia) Berhad,OTHER,OCBC Cards News & NotificationsSee all updates,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.ocbc.com.my/cards
OCBC Bank (Malaysia) Berhad,OTHER,OCBC Cards repayment calculator,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,7.99%,,,,所有客户,https://www.ocbc.com.my/personal-banking/cards/card-services.page
OCBC Bank (Malaysia) Berhad,OTHER,OCBC PREMIER VOYAGE MASTERCARD,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,25%,,,,所有客户,https://www.ocbc.com.my/personal-banking/premier-banking/grow-your-wealth/cards/premier-voyage-mastercard
OCBC Bank (Malaysia) Berhad,OTHER,OCBC TITANIUM MASTERCARD,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,50%,,,,所有客户,https://www.ocbc.com.my/personal-banking/cards/titanium-mastercard
OCBC Bank (Malaysia) Berhad,OTHER,Our commitment to green financing and other ESG initiatives are ever expanding,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.ocbc.com.my/personal-banking/loans/overview
OCBC Bank (Malaysia) Berhad,OTHER,Own your dream home with an affordable loan,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,2.75%,,,,所有客户,https://www.ocbc.com.my/personal-banking/loans/property/home-loans
OCBC Bank (Malaysia) Berhad,OTHER,Revision to the OCBC Premier Voyage Mastercard fees and charges (effective 29th October 2024),请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.ocbc.com.my/personal-banking/notices
OCBC Bank (Malaysia) Berhad,OTHER,Safer. Secure. Authorise online card transactions with OCBC OneToken,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.ocbc.com.my/personal-banking/notices
OCBC Bank (Malaysia) Berhad,OTHER,Secure your card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,7.99%,,,,所有客户,https://www.ocbc.com.my/personal-banking/cards/card-services.page
OCBC Bank (Malaysia) Berhad,OTHER,Select a card to proceed,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,0%,,,,所有客户,https://www.ocbc.com.my/personal-banking/cards/credit-cards.page
OCBC Bank (Malaysia) Berhad,OTHER,Solar Panel Financing,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,0%,,,,所有客户,https://www.ocbc.com.my/personal-banking/esg/financing/solar-panel-financing
OCBC Bank (Malaysia) Berhad,OTHER,There is an OCBC Card for everyone​,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,0%,,,,所有客户,https://www.ocbc.com.my/personal-banking/cards/credit-cards.page
OCBC Bank (Malaysia) Berhad,OVERDRAFT,Calling all loan/financing customers affected by the recent floods,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.ocbc.com.my/personal-banking/notices
OCBC Bank (Malaysia) Berhad,OVERDRAFT,How a good credit rating can make or break your business,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,6.51%,,,,所有客户,https://www.ocbc.com.my/loans
OCBC Bank (Malaysia) Berhad,OVERDRAFT,Overdraft,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,2.75%,,,,所有客户,https://www.ocbc.com.my/personal-banking/loans/property/home-loans
OCBC Bank (Malaysia) Berhad,SME_LOAN,Mastercard Payment Gateway Services,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,0%,,,,所有客户,https://www.ocbc.com.my/business-banking/smes/accounts/ebiz/merchant-terminal
OCBC Bank (Malaysia) Berhad,SME_LOAN,SME loans,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,6.51%,,,,所有客户,https://www.ocbc.com.my/loans
Public Bank Berhad,CREDIT_CARD,Apply & Get with your new PB & PIB Credit Card,请访问银行官网了解详情,请访问银行官网了解详情,请访问银行官网了解详情,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.publicbank.com.my
Public Islamic Bank Berhad,CREDIT_CARD,Apply & Get with your new PB & PIB Credit Card,请访问银行官网了解详情,请访问银行官网了解详情,请访问银行官网了解详情,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.publicbank.com.my
RHB Bank Berhad,CREDIT_CARD,Easy Smart Debit Card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,0.5%,,,,所有客户,https://www.rhbgroup.com/islamic/cards/debit-cards/rhb-ocean-harmony-debit-card-i/index.html
RHB Bank Berhad,CREDIT_CARD,Exclusively for new RHB Credit Card/-i applications,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,0.5%,,,,所有客户,https://www.rhbgroup.com/islamic/cards/debit-cards/rhb-debit-card-mastercard-i/index.html
RHB Bank Berhad,CREDIT_CARD,Great Reward with RHB Debit Card/-i campaign,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,0.5%,,,,所有客户,https://www.rhbgroup.com/islamic/cards/debit-cards/rhb-debit-card-mastercard-i/index.html
RHB Bank Berhad,CREDIT_CARD,More benefits with RHB Credit Cards!,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,6%,,,,所有客户,https://www.rhbgroup.com/personal/cards/credit-cards/overview/index.html
RHB Bank Berhad,CREDIT_CARD,RHB Cash Back Credit Card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,6%,,,,所有客户,https://www.rhbgroup.com/personal/cards/credit-cards/overview/index.html
RHB Bank Berhad,CREDIT_CARD,RHB Cash Back Credit Card-i,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,6%,,,,所有客户,https://www.rhbgroup.com/personal/cards/credit-cards/overview/index.html
RHB Bank Berhad,CREDIT_CARD,RHB Corporate MyDebit Card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,0%,,,,所有客户,https://www.rhbgroup.com/islamic/cards/debit-cards/rhb-corporate-mydebit-card-i/index.html
RHB Bank Berhad,CREDIT_CARD,RHB Corporate MyDebit Card-i,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,0.5%,,,,所有客户,https://www.rhbgroup.com/islamic/cards
RHB Bank Berhad,CREDIT_CARD,RHB Credit Cards,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,6%,,,,所有客户,https://www.rhbgroup.com/personal/cards/credit-cards/overview/index.html
RHB Bank Berhad,CREDIT_CARD,RHB Easy Debit Card-i,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,0.5%,,,,所有客户,https://www.rhbgroup.com/islamic/cards
RHB Bank Berhad,CREDIT_CARD,RHB Mastercard Debit Card (RM12 & RM8),请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,0.5%,,,,所有客户,https://www.rhbgroup.com/islamic/cards/debit-cards/rhb-debit-card-mastercard-i/index.html
RHB Bank Berhad,CREDIT_CARD,RHB Mastercard Debit Card-i (RM12 & RM8),请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,0.5%,,,,所有客户,https://www.rhbgroup.com/islamic/cards
RHB Bank Berhad,CREDIT_CARD,RHB Multi Currency Visa Debit Card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.rhbgroup.com/islamic/cards/debit-cards/rhb-multi-currency-visa-debit-card-i/index.html
RHB Bank Berhad,CREDIT_CARD,RHB Multi Currency Visa Debit Card-i,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,0.5%,,,,所有客户,https://www.rhbgroup.com/islamic/cards
RHB Bank Berhad,CREDIT_CARD,RHB Multi Currency Visa Debit Card/-i,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,0.5%,,,,所有客户,https://www.rhbgroup.com/islamic/cards/debit-cards/rhb-debit-card-mastercard-i/index.html
RHB Bank Berhad,CREDIT_CARD,RHB MySiswa Debit Card-i,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,0.5%,,,,所有客户,https://www.rhbgroup.com/islamic/cards
RHB Bank Berhad,CREDIT_CARD,RHB MySiswa Debit Card-i (Visa),请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,0%,,,,所有客户,https://www.rhbgroup.com/islamic/cards/debit-cards/rhb-mysiswa-debit-card-i/index.html
RHB Bank Berhad,CREDIT_CARD,RHB Platinum Business Credit Card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,6%,,,,所有客户,https://www.rhbgroup.com/personal/cards/credit-cards/overview/index.html
RHB Bank Berhad,CREDIT_CARD,RHB Platinum Debit Card-i,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,0.5%,,,,所有客户,https://www.rhbgroup.com/islamic/cards
RHB Bank Berhad,CREDIT_CARD,RHB Premier Multi Currency Visa Debit Card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.rhbgroup.com/islamic/cards/debit-cards/rhb-premier-multicurrency-visa-debit-card-i/index.html
RHB Bank Berhad,CREDIT_CARD,RHB Premier Multi Currency Visa Debit Card-i,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,0.5%,,,,所有客户,https://www.rhbgroup.com/islamic/cards
RHB Bank Berhad,CREDIT_CARD,RHB Premier Visa Infinite Credit Card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,6%,,,,所有客户,https://www.rhbgroup.com/personal/cards/credit-cards/overview/index.html
RHB Bank Berhad,CREDIT_CARD,RHB Premier Visa Infinite Credit Card-i,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,6%,,,,所有客户,https://www.rhbgroup.com/personal/cards/credit-cards/overview/index.html
RHB Bank Berhad,CREDIT_CARD,RHB Premier Visa Infinite Debit Card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,0.1%,,,,所有客户,https://www.rhbgroup.com/islamic/cards/debit-cards/rhb-platinum-debit-card-i/index.html
RHB Bank Berhad,CREDIT_CARD,RHB Purchasing Credit Card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.rhbgroup.com/business/industry/retail-trader/index.html
RHB Bank Berhad,CREDIT_CARD,RHB Rewards Credit Card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,6%,,,,所有客户,https://www.rhbgroup.com/personal/cards/credit-cards/overview/index.html
RHB Bank Berhad,CREDIT_CARD,RHB Rewards Credit Card-i,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,6%,,,,所有客户,https://www.rhbgroup.com/personal/cards/credit-cards/overview/index.html
RHB Bank Berhad,CREDIT_CARD,RHB Shell Visa Credit Card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,6%,,,,所有客户,https://www.rhbgroup.com/personal/cards/credit-cards/overview/index.html
RHB Bank Berhad,CREDIT_CARD,RHB Shell Visa Credit Card-i,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,6%,,,,所有客户,https://www.rhbgroup.com/personal/cards/credit-cards/overview/index.html
RHB Bank Berhad,CREDIT_CARD,RHB Shell Visa Credit Card/-i,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,0.5%,,,,所有客户,https://www.rhbgroup.com/islamic/cards/debit-cards/rhb-debit-card-visa-i/index.html
RHB Bank Berhad,CREDIT_CARD,RHB VISA WWF Debit Card-i,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,0.5%,,,,所有客户,https://www.rhbgroup.com/islamic/cards/debit-cards/rhb-visa-debit-chibi-batman-i/index.html
RHB Bank Berhad,CREDIT_CARD,RHB Visa Debit Card (RM12 & RM8),请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,0.5%,,,,所有客户,https://www.rhbgroup.com/islamic/cards/debit-cards/rhb-debit-card-visa-i/index.html
RHB Bank Berhad,CREDIT_CARD,RHB Visa Debit Card-i (RM12 & RM8),请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,0.5%,,,,所有客户,https://www.rhbgroup.com/islamic/cards
RHB Bank Berhad,CREDIT_CARD,RHB Visa Infinite Credit Card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,6%,,,,所有客户,https://www.rhbgroup.com/personal/cards/credit-cards/overview/index.html
RHB Bank Berhad,CREDIT_CARD,RHB Visa MyEG Credit Card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,6%,,,,所有客户,https://www.rhbgroup.com/personal/cards/credit-cards/overview/index.html
